tweet,label
september 14 national forecast predict 3000 7100 new covid19 death reported week ending october 10 forecast predict 207000 218000 total covid 19 death u october 10 <url> <url>,1
new guideline icmr covid 19 released 6th august 2020 prophylaxis tab ivermectin 12 mg day 1 day 7 day 30 2 hr dinner followed every 30 day 1 tab 12mg till pandemic taken high risk people frontline health worker reduces severity disease fatality 80-90,0
message circulating claiming kin died covid 19 claim insurance pradhan mantri jeevan jyoti bima yojana pmjjby pradhan mantri suraksha bima yojana pmsby <url>,0
african glad live america <url> coronavirus satire irony,0
rt <user> corona watch :black_medium-small_square: 3691166 total confirmed case :black_medium-small_square: 2839882 case cured recovered :black_medium-small_square: 4332483 4 sample tested here's,1
correction cleaning older data introduced high number data weekend made yesterday's new test number lower regret error fix recent number smoother good <url>,1
yesterday laboratory completed 824 test bringing total completed date 311121 lower testing volume regularly observed weekend anyone symptom could covid 19 call healthline gp getting test free,1
whatsapp group admins arrested anyone share joke information coronavirus,0
video show dead body lying beach shared claim body coronavirus patient dumped sea,0
dad would rather get coronavirus fist-bump <url> <url>,0
total number confirmed case date 1378 ​ ​ yesterday lab processed 10487 test total number test completed 750808,1
three photo showing coffin lined enclosed space released social medium message coronavirus pandemic italy italy said,0
coronavirus updates covid19 testing status update <user> stated 06366106 0 sample tested september 19 2020 1206806 sample tested september 19 2020 stay safe india will win <url>,1
message chain claim stanford hospital give advice drink water every 15 minute order prevent covid 19,0
rt <user> india fights corona india register record highest single day recovery 1 lakh patient recovered th,1
<user> say important public adhere new social distancing rule covid19 hospital admission creeping transport sec say death gone yet govt expecting like spain kay burley <url> <url>,1
north korea person allegedly shot local authority violated quarantine rule went public restroom,0
rt <user> somehow ny nj ct safe place u right covid19 <url>,1
six month covid plandemic bill gate negotiated 100 billion contact tracing deal democratic congressman sponsor bill �,0
covax global vaccine facility country represent nearly 70 global population signed expressed interest part new initiative <user> covid19,1
state reported 25 thousand new case positive rate hovering around 7 case remain stubbornly high positive rate improved lot since mid-april suggesting we're capturing larger chunk case testing <url>,1
osmania hospital hyderabad cannot bear burden covid 19 case corps lay stacked outside hospital,0
amoxi capsule made u medicine completely cure covid 19 egyptian health minister arrive italy secret coronavirus cure dr charles lieber harvard professor arrested usa manufacturing coronavirus selling china video news report wcvb tv station boston massachusetts shared facebook post mountain matterhorn switzerland lit three colour indian flag token gratitude india sending hydroxychloroquine al-azhar imam said considering exception ramadan fasting research say mouth must kept wet prevent covid 19 japanese nobel tasuku honjo say coronavirus created wuhan laboratory man collapse 5 minute showing covid 19 symptom india celebrity spreading misinformation coronavirus janata curfew india multiple post shared repeatedly facebook twitter since march 2020 claim israel reported zero death novel coronavirus cause disease covid 19 post also claim israeli citizen protected covid 19 drinking remedy hot water lemon baking soda purportedly kill virus cdc suddenly lost 30000 death coronavirus data thus proving virus serious seems photo coronavirus patient treated road italy indian actor shah rukh khan donated money pakistan fight coronavirus help india russian president vladimir putin ordered russia population stay home 15 day face five year jail indian army set-up 1000 bed quarantine facility rajasthan's barmer leonardo da vinci hospital covid 19 reference hospital fortaleza brazil empty video prof one area open public president trump's claim inherited ventilator obama administration audio unidentified person link virus cause covid 19 massive flu vaccination campaign black body bag referred death new york reason lockdown essential mustard oil prevents person getting infected covid 19 north carolina health department telling hospital decide elective surgery eligible receive protective equipment state coronavirus pandemic chinese president said china's time lead world nurse boris johnson claimed saved life registered uk claim india ministry home affair made punishable offense citizen publish post social medium novel coronavirus shared repeatedly facebook twitter whatsapp say nancy pelosi caught trying include abortion funding bill combat coronavirus video man rebuking foreigner viewed thousand time social medium alongside claim guinean government ordered arrest chinese national country awaiting safe return guinean china u country earth protesting locked photo kurnool mla hafeez khan making nurse touch foot religious head viswabharathi medical college come covid 19 quarantine facility new york state governor show data prof isolation ineffective covid 19 homeopathic product oscillococcinum protects covid 19 cdc admitted lying covid 19 death stats notice preparing emergency drug released social medium alumnus seoul national university college medicine belgian doctor turn back director dr li wenliang chinese whistleblower doctor proposed drinking tea cure covid 19 person arrested violating lockdown night get bail lockdown state gujarat india u president donald trump tested positive covid 19 picture quote doctor vincenzo puro allegedly said asymptomatic people cannot infect others virus lethal pandemic hoax prince charles recovered covid 19 help ayurvedic treatment video show superintendent police announcing extension lokckdown maharashtra india till may 30 whatsapp audio claim infanta sofía hospital madrid 15 child serious condition due covid 19 three child talavera de la reina hospital video show coronavirus patient doctor video claim show nigerian government spent u 2 million import chinese doctor supply riot london due unavailability food item united kingdom locked tonight army soldier take uk street set claim passed instruction followed covid 19 pandemic period facebook post claim latvian app apturi covid stop covid created warn people close infected person used government track people contact list record location aaj tak channel aired program said drinking alcohol smoking weed cure covid 19 president donald trump tweeted coronavirus vaccine israel stock market economy even stronger besides u israel best invention judaism olive wonderful vaccine stop corona dead around world make vaccine bombed possible without peace created israel italy official giulio gallera china lie u date china provided false italy become wuhan medical system breakdown joão doria governor são paulo forbade doctor give chloroquine covid 19 patient blog post shared thousand time multiple facebook post claim show video baby died infected novel coronavirus cause disease covid 19 vaccine coronavirus available since 2001 video showing policeman picking banknote stick linking coronavirus can't make vaccine work flu vaccine respiratory syncytial virus rsv can't cure cancer yet somehow scientist make vaccine covid 19 six month mumbai pune going military lockdown need defeat coronavirus consume alkaline food virus ph level indian actor aamir khan give r 15000 poor people 1kg wheat flour photo show funeral turkish deceased general aytac yalman due covid 19 coronavirus responsible covid 19 mix sars hiv two doctor bakersfield california said press conference isolation measure affect immune system unrestrictive control country like sweden worked article say vatican confirmed pope two assistant coronavirus herbal tea made malunggay kamia leaf cure covid 19 disease caused novel coronavirus video police officer immobilizing screaming woman caption state beaten police refuse go house lockdown mina gerais brazil cuba's low number covid 19 death due use hydroxychloroquine treat patient video doctor linked anti-vaccine movement chinda brandolino origin covid 19 confirmed case coronavirus bogotá hospital video showing migrant laborer surat city india sent back surat home state refused take back state border ohio gov mike dewine released 4300 prisoner warning resident possible crime wave virus 5g causing disease death arrest federal bureau investigation fbi professor tie china connected coronavirus pandemic photo list purported symptom treatment novel coronavirus cause disease covid 19 shared hundred time multiple post facebook twitter instagram purported remedy include daily dose vitamin exposure sunlight diet alkaline food police catch coronavirus positive patient road 30 second viral video man lift shirt challenge aa police officer pointing gun another police officer kick man behind pin road make arrest text overlaid video read italy say lockdown mean,0
